"","X","faceRectangle.top","faceRectangle.left","faceRectangle.width","faceRectangle.height","faceAttributes.glasses","faceAttributes.blur.blurLevel","faceAttributes.blur.value","faceAttributes.headPose.roll","faceAttributes.headPose.yaw","faceAttributes.emotion.contempt","faceAttributes.emotion.surprise","faceAttributes.emotion.happiness","faceAttributes.emotion.neutral","faceAttributes.emotion.sadness","faceAttributes.emotion.disgust","faceAttributes.emotion.anger","faceAttributes.emotion.fear","faceAttributes.occlusion.eyeOccluded","faceAttributes.occlusion.mouthOccluded","faceAttributes.occlusion.foreheadOccluded","faceAttributes.noise.noiseLevel","faceAttributes.noise.value","faceLandmarks.pupilLeft.x","faceLandmarks.pupilLeft.y","faceLandmarks.eyebrowLeftInner.x","faceLandmarks.eyebrowLeftInner.y","faceLandmarks.eyeLeftOuter.x","faceLandmarks.eyeLeftOuter.y","faceLandmarks.eyeLeftBottom.x","faceLandmarks.eyeLeftBottom.y","faceLandmarks.eyeRightOuter.x","faceLandmarks.eyeRightOuter.y","faceLandmarks.mouthRight.x","faceLandmarks.mouthRight.y","faceLandmarks.eyebrowRightOuter.x","faceLandmarks.eyebrowRightOuter.y","faceLandmarks.noseTip.x","faceLandmarks.noseTip.y","faceLandmarks.pupilRight.x","faceLandmarks.pupilRight.y","faceLandmarks.noseRootRight.x","faceLandmarks.noseRootRight.y","faceLandmarks.noseRightAlarTop.x","faceLandmarks.noseRightAlarTop.y","faceLandmarks.eyeRightTop.x","faceLandmarks.eyeRightTop.y","faceLandmarks.eyeRightBottom.x","faceLandmarks.eyeRightBottom.y","faceLandmarks.noseRootLeft.x","faceLandmarks.noseRootLeft.y","faceLandmarks.mouthLeft.x","faceLandmarks.mouthLeft.y","faceLandmarks.underLipTop.x","faceLandmarks.underLipTop.y","faceLandmarks.eyebrowRightInner.x","faceLandmarks.eyebrowRightInner.y","faceLandmarks.noseLeftAlarTop.x","faceLandmarks.noseLeftAlarTop.y","faceLandmarks.upperLipTop.x","faceLandmarks.upperLipTop.y","faceLandmarks.eyeLeftInner.x","faceLandmarks.eyeLeftInner.y","faceLandmarks.upperLipBottom.x","faceLandmarks.upperLipBottom.y","faceLandmarks.eyeRightInner.x","faceLandmarks.eyeRightInner.y","faceLandmarks.underLipBottom.x","faceLandmarks.underLipBottom.y","faceLandmarks.noseLeftAlarOutTip.x","faceLandmarks.noseLeftAlarOutTip.y","faceLandmarks.eyebrowLeftOuter.x","faceLandmarks.eyebrowLeftOuter.y","faceLandmarks.eyeLeftTop.x","faceLandmarks.eyeLeftTop.y","faceLandmarks.noseRightAlarOutTip.x","faceLandmarks.noseRightAlarOutTip.y","black","blond","brown","gray","other","red","impression","glasses","blurLevel","eyeOccluded","mouthOccluded","foreheadOccluded","noiseLevel"
"1385",1385,154,134,199,199,"NoGlasses","low",0.01,1.8,8.1,0,0,0.072,0.859,0.063,0,0.004,0,FALSE,FALSE,FALSE,"low",0.08,193.2,202.9,215.4,182.5,177.8,204.4,191.7,210.9,290.1,211.6,269.8,300.1,311,188.9,238.5,264.8,276.9,209.2,248.2,212.1,254.2,249.3,276.4,203.5,276.5,216.7,226.4,211.2,190,299.6,233.3,307.7,259.1,187.3,218.7,248,235,292.6,208.1,207.3,234.3,303,263.1,211.7,232,322.1,211.3,268,152.9,183.4,193.5,198.8,259.5,266.9,0.16,1,0.08,0.09,0.8,0.05,0,0,1,0,0,0,1
"57",57,71,336,148,148,"NoGlasses","low",0.01,-1.2,-3.1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.06,377,113.4,394.8,104.6,368.6,116.4,378.7,117.5,451.2,113.3,445.4,176.8,469.1,104,408.7,151.3,441.1,112,420.8,117.4,424.5,137.1,439.8,109.4,440.7,115.4,398.3,118.6,375.6,179,409,194.6,421.1,102.7,394.3,139.5,409.4,173.4,388.7,116.8,409.5,179.6,429.9,114.2,410.1,203.9,386.4,150.7,348.7,107.8,378.8,112.4,432.6,150.7,0.93,0.05,1,0.05,0.15,0.05,1,0,1,0,0,0,1
"1118",1118,100,230,147,147,"ReadingGlasses","low",0.03,-2.6,-8.8,0.001,0.001,0.158,0.821,0.018,0,0,0,FALSE,FALSE,FALSE,"low",0,268.8,143.4,284,129.6,258.8,145.5,269.1,145.9,346.2,142.1,340.9,206.6,366.1,132.2,299.4,175.8,335.3,141.1,310.9,143.7,317.7,165.8,334.8,138.7,335.1,143.3,292,144.9,274.4,208.3,305.3,209,314.5,131,287.2,164.9,303.4,203.1,278.3,144.3,303.9,207.7,324.5,142.4,306.1,216.5,280.8,178.1,239.8,138.2,267.5,141.9,324.5,180.2,0.11,1,0.44,0.64,0.16,0.11,0,1,1,0,0,0,1
"1018",1018,40,101,157,157,"NoGlasses","low",0.24,-10,-14.9,0.02,0.001,0.008,0.943,0.025,0.001,0.002,0,FALSE,FALSE,FALSE,"medium",0.58,142.7,88.8,150.5,72.1,126.8,91.4,139.5,93.6,218.6,74.8,220.4,150.1,234.4,61.8,172.8,127.3,208.2,76.3,179.8,85.4,188.7,111.1,204.9,73,207.1,81.4,160.9,89.1,157.9,160.9,184.3,160,179.9,68,162.1,115.4,182,151.7,151.2,88.8,184,157.5,193.3,81.3,187.6,170.5,158.4,130.1,107,80.8,138.6,83.7,197.8,123.7,1,0.03,0.72,0.04,0.53,0.08,0,0,1,0,0,0,2
"571",571,101,54,226,226,"NoGlasses","low",0,-5.8,-4,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0,108,168,139.7,151.1,94.8,171.5,112,174.3,229.5,159.7,223.6,260.1,251.3,130.5,166.5,230.8,211.3,158.1,177.7,168.1,188.2,203.1,213.5,153.7,215.4,164.6,148.9,171.1,129,267,175.7,289.8,184.6,144.7,144.6,209,173.8,258,127.9,170.5,174.5,265.1,199,164.7,178,306.1,138.7,225.6,75.1,147.4,111.4,162.7,201.3,219.9,0.14,0.36,0.05,1,0.55,0.34,1,0,1,0,0,0,1
"1267",1267,81,225,183,183,"NoGlasses","medium",0.29,4.5,-3.3,0,0,0.996,0.003,0.001,0,0,0,FALSE,FALSE,FALSE,"medium",0.54,278.7,126.1,296.9,109.9,264.6,129.4,276.9,132.1,371.7,140.6,347.9,217.8,393.9,128.1,312.5,176.6,361.3,136.1,329.9,135.5,334.4,165.6,359.4,132.9,358.6,142.9,303.5,133.4,280,216.7,312.9,226.1,343.5,115.2,292.4,163.9,313.6,207.8,289.1,129.3,313.7,215,347.4,137.7,313.6,235.9,285.9,178.3,247.9,115.7,277.1,122.3,341.7,180.3,0,0,0,0,0,0,0,0,2,0,0,0,2
"194",194,0,30,239,234,"NoGlasses","medium",0.28,0.4,-0.7,0,0,0.005,0.939,0.054,0,0.001,0,FALSE,FALSE,FALSE,"low",0.12,97.3,51.1,132.5,39.2,82,52,100,58.5,228,54.3,210.8,159.9,251.7,36.9,156.8,132.5,204.7,50.9,174.8,56.9,182.3,103.3,212.2,46,209.4,58,140.7,56.7,99.2,163.6,152.2,179.9,179.8,42.1,128.2,104.8,154.4,168.2,118.8,53.4,153.9,174.6,193.2,51.7,152.2,194.4,115.6,127.7,54.6,33,99.9,45.3,191.6,124.1,0.98,0.85,0.18,0.2,0.32,0.13,1,0,2,0,0,0,1
"1493",1493,189,84,330,330,"NoGlasses","medium",0.42,-5.1,-19.1,0.001,0.001,0.195,0.75,0.045,0.003,0.003,0.002,FALSE,FALSE,FALSE,"high",0.96,175.2,285.8,187.4,238.1,157.5,290.9,177.7,295.8,328.2,273.3,337.1,425.4,363.3,245.4,234.6,365.7,308.7,272.2,257.2,282.1,273.5,339.2,307.4,265.3,308.6,280.4,217.6,286.5,190.4,435.4,253.7,445.3,266.6,229.9,211.6,345,250,424.1,196.5,286.7,251,437.2,289,275.1,256,460.3,201.6,371.4,119,256.2,176.8,277.1,295,365.7,0.68,0.11,1,0.47,0.05,0.08,0,0,2,0,0,0,3
"649",649,216,234,178,178,"NoGlasses","medium",0.35,-6.3,-12.3,0,0,0.002,0.701,0.297,0,0,0,FALSE,FALSE,FALSE,"low",0.06,279.3,267.5,296.8,251.5,265.7,268.7,277.6,273.9,372.4,261.4,371.1,338.4,385.6,240.3,317.5,318.7,358.4,261.9,326.7,269.7,336.2,298.9,357.5,257.4,360.2,268.8,303.1,270.8,289.2,345.2,328,353.6,323.3,249.8,300.2,303.4,327.7,347.8,289.6,269.7,328.5,353.6,345.2,266.2,328.8,362.5,294.8,319.1,243.6,252.3,277.4,262.7,349,314.2,1,0.03,0.08,0.04,0.86,0.18,1,0,2,0,0,0,1
"1094",1094,25,116,45,45,"NoGlasses","low",0,3.5,-4.2,0,0.023,0.035,0.932,0.003,0,0.001,0.005,FALSE,FALSE,FALSE,"low",0,129.5,36.9,133.8,31.4,126.1,37.4,129.4,39,152.7,39.7,146.4,60.2,158,34.7,138.2,48.2,149.3,38.5,142.3,38.6,143.6,45.2,149.5,37.5,149.2,40.4,136.1,38.3,130.2,58.9,138.3,61.7,144.3,32.1,134.3,44.4,138.3,56,132.8,37.9,138.4,57.9,146,38.8,138.3,63.8,131.9,48.6,122.5,32,129.5,35.9,145.7,49.5,1,0.08,0.63,0.07,0.33,0.07,0,0,1,0,0,0,1
"1190",1190,76,28,106,106,"NoGlasses","low",0,-0.9,-4.6,0.002,0,0,0.012,0.032,0,0.954,0,FALSE,FALSE,FALSE,"low",0,58.6,102.4,67.5,94.3,51.3,103.7,58.3,106.4,111.3,104.4,100.5,154.8,121.6,94.5,81.2,134.2,102.2,102.4,87.5,106.7,90.6,124.4,103.8,99.5,103.4,106.5,75.3,106.6,62.2,154,82.8,154.4,94.2,93.1,71.9,125.1,81.9,149.9,65.9,104.2,81.9,153.1,96.1,104.6,83.2,160.2,66.9,133.7,38,95.4,58.1,99.8,96.5,133.2,0,0,0,0,0,0,0,0,1,0,0,0,1
"798",798,105,291,134,134,"NoGlasses","medium",0.6,-40.2,-5.1,0.003,0.001,0.215,0.676,0.061,0.002,0.041,0,FALSE,FALSE,FALSE,"low",0,318.4,163.7,319.8,141.1,310.6,170.9,317.9,167.3,372.8,125,401.6,180.1,374.5,101.9,357.3,176.6,364.3,130.3,348.1,144.9,363.7,158.9,362.2,128,365.2,133.3,334.2,155.2,351.2,213.8,382.7,209.6,337.9,124.9,339.7,175.2,368.6,190.8,325.1,159.9,371.8,195.5,356.5,137.4,387.8,217.3,341.3,189,289.4,165.4,315.6,162.6,376.7,164,1,0.36,0.06,0.1,0.58,0.12,1,0,2,0,0,0,1
"508",508,114,76,131,131,"NoGlasses","low",0.15,1,-7.2,0.001,0.001,0.712,0.254,0.03,0.001,0.001,0,FALSE,FALSE,FALSE,"low",0.1,113.6,149.4,127.8,136.1,103.9,152.2,113,154.3,180.5,151.5,165.1,211.8,197.3,143.1,136.7,181.3,172.5,149.2,148.1,151,152,171.7,171.6,146.4,170.8,153,132.4,151.1,118,211.8,138.2,218.7,147.7,134.5,127.9,172.4,138.9,201.3,122.3,150.8,138.6,207.4,160.5,149.9,138.1,228,122.2,182.6,88.8,141.8,112.5,146.9,156,183.1,0.89,0.02,1,0.15,0.36,0.13,1,0,1,0,0,0,1
"483",483,54,81,87,87,"NoGlasses","low",0.03,-5.1,1.3,0.001,0.001,0.189,0.689,0.114,0.001,0.005,0,FALSE,FALSE,FALSE,"low",0.06,102.8,80.3,113.5,69.5,96.2,82.7,102.9,83.5,149.3,77.6,146.2,114.9,157.8,67.3,126.3,104.2,142.2,77,129,81.4,134.8,95.8,142.9,75.2,143.1,81,119.3,81.9,104.9,117.8,127,127.3,133.1,67.9,115.9,97.9,127,114.3,109.6,81.5,127.1,117.8,136.6,79.6,127.2,132.2,112.3,105.3,85.3,75.7,102.7,78.3,138.7,102.4,0.87,0.06,1,0.02,0.52,0.07,1,0,1,0,0,0,1
"404",404,214,553,300,300,"NoGlasses","high",0.88,-11.7,-14.5,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.12,619.2,312.1,641,273.7,594.5,318.8,619.2,317.3,783.6,282.3,784.9,414.3,814.6,243.8,696.4,385.3,760.4,284.8,706.9,298.9,730.2,347.2,757.4,282.4,760.9,290.7,665,306.9,659.9,438.1,724.8,457.3,709.5,261.8,665.6,356.3,712.2,422.4,641.4,309.6,715.7,430.3,736.8,290.4,729.8,473.7,657,386.8,565.7,282.3,615.6,309.2,750,365.5,1,0.06,0.33,0.02,0.82,0.12,1,0,3,0,0,0,1
"1290",1290,192,366,215,215,"NoGlasses","medium",0.32,-5.1,1.5,0,0,0,0.999,0.001,0,0,0,FALSE,FALSE,FALSE,"medium",0.31,419.7,255.9,454.7,229.3,404.2,262.4,422.5,264.5,536.1,250.7,515.9,350.5,550.9,230.2,477,300.8,519,247.8,489.6,253.4,499.3,287.5,518.9,243.9,521.1,256.1,458.9,255.9,437.1,354.4,482.3,361.7,490.1,223.1,450.7,290.4,478.7,339,436.4,256.6,480,346.7,504.3,252.1,483.2,371.6,446.2,309.6,379.3,246.4,418.1,251.4,506,305.5,1,0.02,0.27,0.26,0.44,0.13,0,0,2,0,0,0,2
"119",119,81,169,118,118,"NoGlasses","low",0.12,-1.2,-4.2,0,0.003,0.121,0.855,0.014,0,0.007,0,FALSE,FALSE,FALSE,"low",0.23,201.6,114,213.4,99.6,193.2,115.4,201.6,116.6,260.4,112.8,254,166,276.7,102.1,226.7,143.5,252.3,112.4,234,115.9,240.7,136.2,251.7,110.8,252.9,115.1,219.7,116,202.9,167.8,227.8,177.9,240.2,98.9,215.3,136.7,226.9,161.1,209.7,115.7,227.7,165.3,245.1,114.5,227.8,185.3,211,146.8,178.5,104.3,201.7,112.3,246.3,144.5,0.96,0.03,1,0.03,0.42,0.16,1,0,1,0,0,0,1
"286",286,58,164,86,86,"NoGlasses","low",0,-3.7,-3,0.009,0.04,0.344,0.273,0.031,0.022,0.27,0.01,FALSE,FALSE,FALSE,"low",0,186.2,84.2,194.3,77.1,179.3,85.7,186.2,86.9,230.6,81.5,228.9,117.4,240.9,74,206.3,106.4,225,80.9,211.1,84.2,214.2,98.8,224.1,78.9,224.6,83.6,199.8,85.2,186.4,119.9,208.3,129.1,215.4,74.2,197.7,99.9,206.9,116.4,192.8,85.1,206.9,118.8,218.1,82.9,208.6,132.5,194.3,107.3,171.3,78.7,185.8,82.2,219.3,105.8,0.07,1,0.09,0.12,0.84,0.06,1,0,1,0,0,0,1
"265",265,219,75,208,208,"NoGlasses","low",0.09,9.8,-27,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.11,142.8,272.5,158,256.3,125.3,270.4,138.6,278.2,251.9,289,226.3,378.6,282.1,272.2,155,328.2,236.9,285.9,192.2,285.3,191.4,319.6,235.7,281.1,233.9,291.5,164.1,282.4,135.2,363.3,161.8,387.7,196.6,256.5,150.1,312.9,167.1,361.9,154.5,279,165.6,369.6,217.1,286.7,159.5,399.6,138.1,329.4,108.5,243.9,143.3,268.2,199.9,338.2,0.99,0.3,0.95,0.04,0.35,0.08,1,0,1,0,0,0,1
"736",736,291,193,413,413,"NoGlasses","medium",0.62,-6.8,13,0.006,0.001,0.403,0.589,0.001,0,0,0,FALSE,FALSE,FALSE,"low",0.13,299.6,403.5,352.3,341,271.9,408.5,301.9,421,505,379.5,475,590.7,537.7,330.8,422.7,525.2,468.9,383.7,422.1,404.9,442.3,485.4,475.3,366.9,483,399.1,372.9,409.5,333.4,605,416.3,613,437.4,331.1,373,497,419.2,590.2,331.4,410.4,418.8,606.2,451,395.3,418.3,636.9,356.9,536.9,216.6,371.7,303.4,390.4,464.5,522,0.99,0.1,0.97,0.02,0.74,0.05,1,0,2,0,0,0,1
"743",743,85,274,216,216,"NoGlasses","low",0.2,7.9,2.2,0,0.181,0.774,0.031,0.003,0.01,0,0.001,FALSE,FALSE,FALSE,"low",0.15,338.4,136.5,374.5,116.5,323.3,137,337.6,145.8,454.2,153.7,410.4,250.2,484.9,131.6,386.5,201.1,436.1,148.5,403.1,151.2,406.2,189.1,438.9,145,438.6,157.9,377.9,148.1,334.8,238.2,373.3,260.7,419.4,119,365.9,184,378.9,232.2,355.2,144.5,377.7,240,423,152,371.7,271.1,356.4,200.2,304.8,107.5,341.7,133,411.3,205.8,0.95,0.11,1,0.02,0.67,0.02,1,0,1,0,0,0,1
"138",138,91,229,127,127,"NoGlasses","low",0.18,-1.4,-3.6,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"low",0.07,264.6,125.9,280.7,111.1,255.1,128.1,264,129.7,329.5,126.1,321.7,181.7,344.3,112.4,291,159.4,318.9,124.5,299.8,128.4,304.5,149.3,319.6,122.4,320.3,128.3,283.6,129.1,268.2,185.5,294.4,193.1,304,110.3,280.3,149.1,294.1,176.1,273.2,127.8,294,183,311.8,127.3,294.8,201.3,274.3,159.1,244,112.6,264.6,123.9,312.1,157.3,0.97,0.06,1,0.02,0.32,0.06,1,0,1,0,0,0,1
"1210",1210,37,216,92,92,"NoGlasses","low",0,-4.7,-0.3,0.007,0.001,0.025,0.787,0.168,0.002,0.01,0.001,FALSE,FALSE,FALSE,"medium",0.36,241.1,64.9,251.5,55.1,234,67,240.3,67.7,286.1,62,282.5,104.5,297,53.8,261.7,82.5,280.2,61,264.6,64.3,268.9,78.1,279,57.9,280.1,64.5,254.6,65.2,243.8,107.4,263.7,113.2,268.1,52.5,253.1,78.9,263,97.5,247.3,65.6,263.8,102.4,272.9,64.2,264.6,118.1,249.5,87.6,223.9,60.2,240.1,61.3,275,85,0.7,0.03,1,0.49,0.35,0.06,0,0,1,0,0,0,2
"568",568,274,139,466,466,"NoGlasses","medium",0.54,-1.7,-6.3,0.001,0.002,0.122,0.78,0.09,0.001,0.003,0.001,FALSE,FALSE,FALSE,"medium",0.31,265.1,411.5,307.4,344.7,230.7,412.8,266,416.3,516,406.2,481.7,609.9,561.5,347,368.7,524.8,478.4,404.2,400.2,413.1,423.1,489.4,480.9,398,482,411.4,334.3,416.2,265.9,610.9,380.9,664.1,414.2,341.7,319.3,493.2,376.1,586.8,297.3,413.1,379,607.9,444.4,409.5,385.4,694,298,527,177.8,352.8,263.2,406,450.2,522,1,0.47,0.53,0.06,0.48,0.05,1,0,2,0,0,0,2
"481",481,71,98,149,149,"NoGlasses","low",0,-2,0.7,0.003,0.006,0.218,0.714,0.045,0.002,0.005,0.007,FALSE,FALSE,FALSE,"low",0,138.6,118,158,105.6,127.9,120.7,138.8,121.5,214.6,116.3,214.1,173.1,232.9,106.5,173,150.5,205.7,114,180.2,117.8,189,138.9,203.9,112.1,204.5,117.8,160.9,119.2,131.1,178.1,173.4,190.2,187.1,103.7,157,140.7,173.1,169.7,149.3,119.2,173.3,174.4,195.3,115.6,173.4,196.9,145.4,151.1,112.2,111.3,138.1,115.5,199.9,148.9,1,0.03,0.94,0.24,0.25,0.06,1,0,1,0,0,0,1
"1073",1073,67,81,89,89,"ReadingGlasses","low",0.15,-2.1,-3.3,0,0.004,0.103,0.851,0.034,0.001,0.005,0,FALSE,FALSE,FALSE,"low",0,105.7,91.4,117,82.6,99.1,92.3,105.3,94.1,150.7,90.6,142.9,133,158.2,78.4,125.7,113.3,143.5,91.2,130.9,92,134.2,106.2,143.4,88.9,143.9,93.3,118.3,92.6,107.8,134.2,126.3,137.6,133.2,81.7,115.3,107,126.2,128.9,111.5,91.5,126.4,133.6,136.8,91.3,126.8,143.4,110.2,116,88.3,82.7,105.5,90.1,140.1,113.6,1,0.01,0.41,0.1,0.51,0.14,0,1,1,0,0,0,1
"1540",1540,75,95,114,114,"NoGlasses","medium",0.31,3.8,-19.9,0.001,0.012,0.441,0.309,0.06,0.011,0.161,0.004,FALSE,FALSE,FALSE,"medium",0.43,130.2,102.3,136.4,92.5,120.4,101,127.5,106.1,186,107,173.3,160.5,200.1,97.2,144.4,137.4,178.7,106.6,157.8,107.7,159.2,128.9,176.3,103.2,176.7,110.6,141.4,106.8,131.7,159.4,148,160.8,157.9,93.6,138,127.2,148.2,153.6,135.8,104.1,147.9,159.3,167.9,106.9,147.6,170.2,132.4,136.2,108.2,87,128.9,99.3,165,137.8,1,0.05,0.31,0.17,0.2,0.2,0,0,2,0,0,0,2
"1083",1083,67,92,73,73,"NoGlasses","low",0,-1.6,4.6,0.038,0,0,0.718,0.006,0.002,0.236,0,FALSE,FALSE,FALSE,"low",0,112.3,85.9,121.7,82.3,106.9,86,111.9,87.7,148.7,85.1,142.3,119.7,154.6,79.9,130.5,108.8,144.4,85.1,134.5,87.5,137.2,101.3,143.7,83.7,144.1,87.3,124.1,87.9,114.2,120.3,128.9,122.1,135.3,81.5,122.3,101.4,129.4,119,117.1,86.6,129.4,121.7,139.5,86.2,128.9,126.4,119.3,107.9,98.2,81.7,112.2,84.4,140.4,107.2,0.84,0.05,1,0.07,0.11,0.08,0,0,1,0,0,0,1
"870",870,72,243,126,126,"NoGlasses","low",0,-3.5,8.2,0.626,0,0,0,0,0.318,0.056,0,FALSE,FALSE,FALSE,"low",0,275.9,105.5,292,99,263.9,108.4,274.8,112,342.3,105.2,327.8,163.6,352.9,90.4,307.7,144.1,334.2,104.1,311.9,109.5,318.9,130.6,332,101.8,333.4,110.3,297.7,110.2,285.4,167.2,308.6,167.1,318.1,97.4,294.5,131.4,309.3,161.2,285.3,108.4,308.8,165.8,323,107.4,309.2,175.3,288.9,143.4,246.4,97.4,275,102.7,323.1,141.3,0.72,0.25,1,0.02,0.58,0.04,0,0,1,0,0,0,1
"76",76,139,333,206,206,"NoGlasses","low",0,-6.7,0.3,0,0,0.997,0.003,0,0,0,0,FALSE,FALSE,FALSE,"low",0.03,387.3,199.1,407.3,175.5,373,203.7,387.2,205.9,489.1,190,480.3,286.6,509.5,164.4,436.5,248.7,475.4,189.5,443.6,198.8,456.2,232.3,473.9,185.7,476.1,195.5,419.5,202.4,403.1,297.6,444.7,309.6,451.1,168.3,414.5,235.3,441.8,284.5,400.1,201.4,442.3,290,461.9,194,446.9,320.7,406.2,254.6,348,184.2,386,196,467,248.7,1,0.08,0.39,0.04,0.59,0.08,1,0,1,0,0,0,1
"479",479,99,281,50,50,"NoGlasses","medium",0.25,0.5,2.4,0,0.002,0.132,0.819,0.044,0,0.002,0.001,FALSE,FALSE,FALSE,"low",0.17,295.3,112.5,301.5,106,291.7,112.9,295.2,113.3,320,113.4,317.9,134.9,325.4,109,306.8,124.6,316.3,112.6,309.6,113.5,311.5,120.8,316.8,111.8,316.8,113.6,302.7,113.3,294.6,134.6,305.7,139.4,311.9,106.2,300.7,121.2,305.5,131.6,298.8,112.8,305.3,134,313.2,113.1,305.6,142.4,297.4,125.7,287.2,109.2,295.2,111.5,315,125.1,0.99,0.08,0.99,0.04,0.26,0.08,1,0,2,0,0,0,1
"1594",1594,44,64,158,158,"ReadingGlasses","low",0.21,-0.6,-11.6,0,0,0,0.998,0.002,0,0,0,FALSE,FALSE,FALSE,"medium",0.34,109.7,88.1,124.4,67.4,97.8,88.8,109.9,92.5,187.9,86.4,174.3,162.8,202.5,68.5,138.3,120.5,177.3,86.5,150.9,87.4,158.3,113.4,176.7,82.6,177.5,89.2,131.8,88.4,117.1,165.8,141.9,163.5,154.3,69,126.1,114.8,141.9,152.1,120.4,88.9,142.2,158.7,165.8,87.2,142.5,173.6,118.7,127.8,85.4,67.4,109.6,84.7,165.4,127.2,1,0.02,0.8,0.14,0.46,0.06,0,1,1,0,0,0,2
"564",564,67,37,87,87,"NoGlasses","low",0,8.9,-6.3,0,0.001,0.414,0.546,0.018,0.001,0.02,0,FALSE,FALSE,FALSE,"low",0,65.1,88.4,74.5,80.5,58,87.8,64,91.7,108,94.4,96,132.1,116.2,87.5,77,114.1,102.1,93.4,86.5,93,88.5,106.4,102,90.5,101,96.2,76.9,91.5,59,128.3,73.4,140.1,90.5,82.3,69.7,104.8,76.5,124.7,71.4,90.1,75.9,129,93.9,92.8,72.3,146,64.1,111.4,51.2,76.8,64.8,85.2,91.9,114.5,1,0.06,0.14,0.06,0.91,0.11,1,0,1,0,0,0,1
"400",400,52,172,87,87,"NoGlasses","low",0,2.9,5.6,0.001,0.001,0.273,0.653,0.069,0,0.002,0.002,FALSE,FALSE,FALSE,"low",0.22,196.5,74.7,207.7,69.4,190.2,75.1,197,77.4,241.8,79.3,235.9,115.6,251.8,74.9,217.2,100.3,234.9,78.2,222,79.6,224.3,91.5,235.6,76.2,235.8,80.4,211.8,78.8,194.3,113.3,215.7,120.3,229,71.4,208.7,91.1,215.6,114.5,203.3,76.4,215.5,116.2,229.7,78.9,215.5,123.3,202.4,99.4,180.6,69.6,197,72.3,229,100.2,0,0,0,0,0,0,1,0,1,0,0,0,1
"1124",1124,118,84,172,172,"NoGlasses","low",0.09,0.7,-3.2,0.001,0,0,0.56,0.003,0,0.436,0,FALSE,FALSE,FALSE,"medium",0.48,135.2,162.9,156.9,149.5,123.4,163.7,135.8,169.6,220,163.5,200.7,248.1,233.5,145.6,170.1,207.5,206.6,162.3,181.2,166.9,186.6,196,208.2,157.4,207.7,168.9,162.8,166.6,138.9,246.7,170.1,249.6,190.1,146.1,154.9,194.5,172,237.4,147.9,164.9,170.9,244.6,195.6,164.7,169.2,260.9,147.5,207.7,108.7,144.8,136.5,159.5,193.6,208.4,0.99,0.08,0.13,0.88,0.4,0.11,0,0,1,0,0,0,2
"1433",1433,63,146,158,158,"NoGlasses","low",0,-16.7,7.9,0.003,0.14,0.007,0.845,0.002,0.001,0,0.001,FALSE,FALSE,FALSE,"low",0,184.3,113.5,194.2,87,174.3,119.7,185.6,119.2,255,94.5,258.8,178.2,267.6,76.5,229.5,137.5,245.3,96.2,225.4,105.9,237.6,129.1,244.4,91.8,246.8,100.5,208.3,110.8,212.7,191.5,237.7,181.9,224.9,76.7,213.1,135.7,234.4,170.7,194.9,113,237.1,179.2,236.6,101,240.5,192.1,211,152.5,155.6,109.1,182.8,109.5,247.2,141.6,0.98,0.06,1,0.02,0.54,0.03,0,0,1,0,0,0,1
"1580",1580,100,214,177,177,"NoGlasses","low",0.18,1.4,6.8,0,0.002,0.338,0.652,0.007,0,0.002,0,FALSE,FALSE,FALSE,"medium",0.44,262.6,143.6,289,116.3,250.5,143.9,262.9,148.7,349.9,155.4,334,238.9,368.3,134.8,307.9,182.9,336.6,152.8,319,150.3,322.3,177.3,338.3,148,338,158.5,293.5,149.3,271.8,233.7,304.9,231.3,323.1,119.1,290.6,176.1,305.7,224.4,277.9,147.4,306,235.4,326.1,154.7,305.2,244.2,279.2,191.2,230.2,119.6,264.8,138.6,332.1,195.3,1,0.02,0.89,0.06,0.27,0.06,0,0,1,0,0,0,2
"910",910,41,104,75,75,"NoGlasses","low",0,-15,24.7,0,0.008,0.512,0.398,0.054,0.002,0.025,0.001,FALSE,FALSE,FALSE,"low",0,121.2,64,131.1,57.8,115.6,65.6,121.5,67.1,156.6,57.7,157.4,95.4,161.4,49,148,79.7,150.8,58.4,145.6,61.8,150.7,72.7,151.1,56.3,152.2,60.6,134.8,63.9,132.6,100.3,148.6,97.7,144.9,53.7,136.4,76.5,147.5,91,127.2,64.5,147.7,94.5,147,60.1,149.9,103.2,132.9,84.3,102.6,59.9,120.7,61.8,155.3,78.7,0.71,0.27,1,0.02,0.39,0.09,0,0,1,0,0,0,1
